"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","project"
"2361","codmine03157","Chantier 66",2018-08-13,"Sud-Kivu",34,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed","FARDC","Lors de patrouilles",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"iTSCI","None","None observed",NA,"IPIS - Ulula 2018"
"2362","codmine03158","Tingitingi",2018-08-13,"Ituri",14,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage","IPIS - Ulula 2018"
"2363","codmine03159","Gbundu",2018-08-13,"Ituri",6,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - Ulula 2018"
"2364","codmine03160","Bolonda",2018-08-14,"Sud-Kivu",46,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Lors de patrouilles","Raïa Mutomboki","Occasionnelle",NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2365","codmine03161","Ngonga",2022-09-11,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2366","codmine03162","Buhesi",2018-08-11,"Sud-Kivu",100,"Less than 2h walk","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"iTSCI","None","None observed",NA,"IPIS - Ulula 2018"
"2367","codmine03163","Mubela nzogu",2018-07-10,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - CBRMT 2018"
"2368","codmine03164","Idinga",2018-07-13,"Sud-Kivu",140,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - CBRMT 2018"
"2369","codmine03165","Mapipi bulege kagozu",2022-08-27,"Sud-Kivu",400,"More than 2h walk","More than 2h walk","Or","Wolframite",NA,"Observed","Observed","FARDC","Plus d'une fois par semaine","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Chefferie","DGI","No traceability program","Vert","Observed","Creuser, Creuser sous terre, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - USAID"
"2370","codmine03167","Idinga",2018-07-13,"Sud-Kivu",65,"Less than 2h walk","More than 2h walk","Or","Cassitérite",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - CBRMT 2018"
"2371","codmine03168","Lukawika",2018-07-16,"Sud-Kivu",108,"Less than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - CBRMT 2018"
"2372","codmine03169","Biazi central",2018-07-18,"Sud-Kivu",73,"Less than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - CBRMT 2018"
"2373","codmine03170","Bizunguzungu",2018-07-21,"Sud-Kivu",30,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - CBRMT 2018"
"2374","codmine03171","Kilumazi",2018-07-24,"Sud-Kivu",80,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - CBRMT 2018"
"2375","codmine03172","Mbururu",2018-08-07,"Sud-Kivu",250,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - CBRMT 2018"
"2376","codmine03173","Kashabwa",2023-03-15,"Sud-Kivu",30,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Yakutumba","Quotidien","Maï-Maï Ebuela Mutetezi","Quotidien",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"2377","codmine03174","Nandele",2023-03-23,"Sud-Kivu",56,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Yakutumba","Quotidien","Maï-Maï Ebuela Mutetezi","Quotidien",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - Madini"
"2378","codmine03175","Kwa Colonel",2023-03-24,"Sud-Kivu",10,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Yakutumba","Quotidien","Maï-Maï Ebuela Mutetezi","Quotidien",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Madini"
"2379","codmine03176","Amérique du 7",2023-03-20,"Sud-Kivu",25,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Yakutumba","Quotidien","Maï-Maï Ebuela Mutetezi","Quotidien",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - Madini"
"2380","codmine03177","Asonge",2023-03-22,"Sud-Kivu",38,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","Maï-Maï Yakutumba","Quotidien","Maï-Maï Ebuela Mutetezi","Quotidien","Maï-Maï Bishambuke","Quotidien","SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - Madini"
"2381","codmine03178","Luzinzi",2022-08-06,"Sud-Kivu",0,"No data","No data","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2382","codmine03179","Magnida",2018-09-06,"Ituri",2500,"Car or Motorbike","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2383","codmine03180","Basuku",2018-09-09,"Ituri",12,"Car or Motorbike","No data","Or",NA,NA,"Observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2384","codmine03181","Mulongo",2018-09-10,"Sud-Kivu",5,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed","FARDC","Occasionnelle",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - Ulula 2018"
"2385","codmine03182","Golgotha",2018-09-12,"Sud-Kivu",700,"Less than 2h walk","No data","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines","Chefferie","No traceability program","None","Observed","Lavage, Traiter les déchets","IPIS - Ulula 2018"
"2386","codmine03183","Zuwa",2018-09-14,"Ituri",152,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2387","codmine03184","Lola",2018-09-15,"Ituri",65,"Car or Motorbike","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2388","codmine03185","Matenende",2018-09-17,"Sud-Kivu",80,"Less than 2h walk","No data","Or",NA,NA,"No data","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines","Chefferie","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2389","codmine03186","Tunda",2018-09-17,"Ituri",68,"Less than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2390","codmine03187","Kuluba",2018-09-17,"Ituri",62,"Less than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Lavage, Concassage, Traiter les déchets","IPIS - Ulula 2018"
"2391","codmine03188","Kagogo",2018-09-19,"Sud-Kivu",10,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2392","codmine03189","Zokwe",2018-09-24,"Sud-Kivu",70,"Car or Motorbike","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Ulula 2018"
"2393","codmine03204","Mugoma",2019-12-21,"Sud-Kivu",25,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Police de mines","iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"2394","codmine03208","Milunga",2019-12-27,"Sud-Kivu",70,"More than 2h walk","More than 2h walk","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"2395","codmine03215","Mukamusi I",2023-05-29,"Sud-Kivu",55,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Madini"
"2396","codmine03228","Zua idée",2021-09-18,"Maniema",165,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"2397","codmine03233","Rave kapata prince",2018-09-27,"Maniema",74,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","PNC",NA,"No traceability program","None","Observed",NA,"IPIS - Ulula 2018"
"2398","codmine03235","Umoja",2018-09-29,"Maniema",176,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed","FARDC","Occasionnelle",NA,NA,NA,NA,"SAEMAPE","Division des mines","PNC",NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2399","codmine03237","Cinquantenaire",2021-09-25,"Maniema",135,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"2400","codmine03239","Kasingi",2021-09-22,"Maniema",145,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire","FARDC","Aléatoire","SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage, Usage du mercure","IPIS - USAID"
"2401","codmine03244","Kyenze1",2018-10-16,"Haut-Lomami",80,"Car or Motorbike","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines","Police des Mines","iTSCI","None","No data",NA,"IPIS - IOM 2016-2018"
"2402","codmine03245","Kyenze2",2018-10-15,"Haut-Lomami",90,"Car or Motorbike","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines","Police des Mines","iTSCI","None","Observed","Lavage","IPIS - IOM 2016-2018"
"2403","codmine03269","Mutopia",2019-11-15,"Maniema",55,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - Due Diligence"
"2404","codmine03295","Mambile",2021-11-24,"Nord-Kivu",0,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"2405","codmine03296","Etaito droite",2021-12-01,"Nord-Kivu",1,"More than 2h walk","More than 2h walk","Wolframite",NA,NA,"No data","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"Division des mines",NA,NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"2406","codmine03297","Etaito gauche",2021-11-30,"Nord-Kivu",3,"Less than 2h walk","Less than 2h walk","Wolframite",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,NA,NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"2407","codmine03302","Filon WW20",2019-11-19,"Maniema",115,"Car or Motorbike","Car or Motorbike","Cassitérite",NA,NA,"No data","None observed",NA,"Quotidien",NA,NA,NA,NA,"SAEMAPE","ANR","iTSCi",NA,"iTSCI","None","Observed","Creuser, Lavage, Traiter les déchets","IPIS - Due Diligence"
"2408","codmine03304","Magiatane",2022-03-01,"Maniema",275,"More than 2h walk","More than 2h walk","Or","Diamant",NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"2409","codmine03309","Kamburu",2018-12-27,"Sud-Kivu",30,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","Maï-Maï Yakutumba","Occasionnelle",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2410","codmine03310","Gecamines",2022-03-01,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2411","codmine03311","Lusungu",2018-12-03,"Maniema",86,"More than 2h walk","No data","Or",NA,NA,"None observed","None observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Lavage, Creuser","IPIS - IOM 2016-2018"
"2412","codmine03312","Tcholo",2022-03-01,"Maniema",75,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"2413","codmine03313","Kilomoto1",2022-03-01,"Maniema",55,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Creuser","IPIS - USAID"
"2414","codmine03315","Kaviru",2022-01-22,"Nord-Kivu",41,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"2415","codmine03316","Kabuti",2018-09-22,"Nord-Kivu",64,"More than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Après un ou deux mois",NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines",NA,"iTSCI","None","Observed","Lavage, Transport des minerais, Creuser","IPIS - Ulula 2018"
"2416","codmine03317","Momi Menge",2018-09-22,"Nord-Kivu",76,"More than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage, Transport des minerais, Creuser","IPIS - Ulula 2018"
"2417","codmine03318","Bangate",2018-09-22,"Nord-Kivu",94,"More than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Après un ou deux mois",NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines",NA,"iTSCI","None","Observed","Lavage, Transport des minerais, Creuser","IPIS - Ulula 2018"
"2418","codmine03319","Etogo 1",2022-03-01,"Maniema",10,"More than 2h walk","More than 2h walk","Or",NA,NA,"Observed","Observed","FARDC","Quotidien",NA,NA,NA,NA,"Division des mines",NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"2419","codmine03320","Etogo 2",2022-03-01,"Maniema",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2420","codmine03321","Nsensibi",2019-12-12,"Maniema",80,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois tous les 15 jours","Police Nationale Congolaise (sauf PMH)","Une fois tous les 15 jours",NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - Due Diligence"
"2421","codmine03322","Loongolu",2019-01-21,"Nord-Kivu",50,"No data","No data","Or",NA,NA,"None observed","Observed","NDC-Rénové","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2422","codmine03323","Kanyabi",2018-12-19,"Nord-Kivu",105,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","NDC-Rénové","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2423","codmine03324","Ngoma",2018-12-19,"Nord-Kivu",52,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","NDC-Rénové","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2424","codmine03325","Tozali",2018-12-20,"Nord-Kivu",150,"Less than 2h walk","No data","Or",NA,NA,"Observed","Observed","NDC-Rénové","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2425","codmine03326","Momanda",2018-12-20,"Nord-Kivu",68,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","NDC-Rénové","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2426","codmine03327","Mogomba",2018-12-20,"Nord-Kivu",97,"No data","No data","Or",NA,NA,"None observed","Observed","NDC-Rénové","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2427","codmine03328","Lundama",2018-12-20,"Nord-Kivu",20,"No data","No data","Or",NA,NA,"No data","Observed","NDC-Rénové","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2428","codmine03329","Mambo Bado",2022-06-30,"Ituri",0,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - PDEC"
"2429","codmine03330","Biholo",2022-08-11,"Nord-Kivu",55,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","Maï-Maï APCLS",NA,"Shishikara","Aléatoire",NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","Jaune","None observed",NA,"IPIS - USAID"
"2430","codmine03332","Majaga",2018-12-04,"Maniema",79,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Lavage","IPIS - IOM 2016-2018"
