"","pcode","name","visit_date","province","workers_numb","access_dry","access_wet","mineral1","mineral2","mineral3","mercury","interference","armed_group1","frequency_armed_group1","armed_group2","frequency_armed_group2","armed_group3","frequency_armed_group3","state_service1","state_service2","state_service3","state_service4","traceability","qualification","childunder15","childunder15work","project"
"2264","codmine03039","Kamakunda",2019-12-17,"Maniema",105,"Car or Motorbike","Car or Motorbike","Cassitérite",NA,NA,"No data","None observed",NA,"Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"2265","codmine03040","Mubundji",2019-12-17,"Maniema",137,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","Vert","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets","IPIS - Due Diligence"
"2266","codmine03041","Lubulani",2018-10-10,"Maniema",129,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed","FARDC","Occasionnelle",NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRMA","PNC","No traceability program","Vert","None observed",NA,"IPIS - Ulula 2018"
"2267","codmine03046","Wambale",2019-12-21,"Maniema",450,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan","Wolframite","No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRMA",NA,"No traceability program","Vert","Observed","Creuser, Concassage, Lavage, Traiter les déchets","IPIS - Due Diligence"
"2268","codmine03047","Luyamba",2018-01-06,"Maniema",90,"More than 2h walk","More than 2h walk","Coltan","Cassitérite","Or","None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Due Diligence"
"2269","codmine03048","Mafutala",2019-12-13,"Maniema",87,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed","FARDC","Aléatoire",NA,NA,NA,NA,"Division des mines","DGRMA (Direction Générale des Recettes du Maniema)",NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Due Diligence"
"2270","codmine03049","Mupenda",2018-01-02,"Maniema",65,"Less than 2h walk","Less than 2h walk","Cassitérite","Or",NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Due Diligence"
"2271","codmine03050","Nsolo",2019-11-03,"Maniema",36,"More than 2h walk","More than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,"Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - Due Diligence"
"2272","codmine03051","Kangumbu",2019-12-07,"Maniema",137,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"No traceability program","Vert","Observed","Creuser, Lavage, Transport des minerais, Traiter les déchets","IPIS - Due Diligence"
"2273","codmine03057","Nyagisenyi",2022-08-08,"Nord-Kivu",1020,"Car or Motorbike","Car or Motorbike","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","iTSCI","Vert","None observed",NA,"IPIS - USAID"
"2274","codmine03058","Nyakajanga",2022-08-08,"Nord-Kivu",0,"Car or Motorbike","Car or Motorbike","Cassitérite","Coltan",NA,"No data","None observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"2275","codmine03059","Nyabibwe",2022-08-08,"Nord-Kivu",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","No data",NA,"IPIS - USAID"
"2276","codmine03060","Buhumba",2022-08-08,"Nord-Kivu",0,"Less than 2h walk","Less than 2h walk","Cassitérite","Coltan",NA,"No data","Observed","Maï-Maï APCLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - USAID"
"2277","codmine03062","Kashaki",2021-10-16,"Nord-Kivu",45,"Less than 2h walk","Less than 2h walk","Coltan","Cassitérite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","Vert","None observed",NA,"IPIS - USAID"
"2278","codmine03066","Kanyuki",2018-05-31,"Sud-Kivu",16,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed","FARDC","Pas",NA,NA,NA,NA,"SAEMAPE","DGRRM","Division des mines",NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2279","codmine03067","Amamokombi",2018-05-31,"Nord-Kivu",81,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines","Police des Mines","iTSCI","None","None observed",NA,"IPIS - IOM 2016-2018"
"2280","codmine03068","Kitoko",2018-06-01,"Nord-Kivu",0,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - IOM 2016-2018"
"2281","codmine03069","Amambalani",2018-06-01,"Nord-Kivu",48,"Less than 2h walk","No data","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines","Police des Mines","iTSCI","None","None observed",NA,"IPIS - IOM 2016-2018"
"2282","codmine03070","Amamolimbo",2018-06-03,"Nord-Kivu",0,"Less than 2h walk","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - IOM 2016-2018"
"2283","codmine03071","Amamokowa1",2018-06-03,"Nord-Kivu",0,"Less than 2h walk","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - IOM 2016-2018"
"2284","codmine03072","Gloire à Dieu",2018-06-04,"Ituri",10,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed","FARDC","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2285","codmine03074","Lumbuzi 2",2021-11-18,"Sud-Kivu",45,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Chefferie","No traceability program","None","None observed",NA,"IPIS - USAID"
"2286","codmine03075","Kilima",2018-06-05,"Nord-Kivu",18,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines","Police des Mines","iTSCI","None","None observed",NA,"IPIS - IOM 2016-2018"
"2287","codmine03076","Grâce à Dieu 3",2018-06-05,"Ituri",32,"More than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGRPI","No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2288","codmine03077","Grâce à Dieu 2",2018-06-05,"Ituri",83,"More than 2h walk","No data","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine","FRPI","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2289","codmine03078","Kambi",2018-06-06,"Nord-Kivu",7,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2290","codmine03079","Muzumbi2",2018-06-06,"Nord-Kivu",125,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines","Police des Mines","iTSCI","None","None observed",NA,"IPIS - IOM 2016-2018"
"2291","codmine03080","Mitumbi",2018-06-06,"Nord-Kivu",25,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","None","Observed","Lavage, Creuser","IPIS - IOM 2016-2018"
"2292","codmine03081","Murondo",2018-06-06,"Ituri",638,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"Division des mines","Chefferie","DGRPI",NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2293","codmine03082","Kavumu",2018-08-30,"Sud-Kivu",49,"Car or Motorbike","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2294","codmine03083","Mujinga atalumia",2018-06-07,"Nord-Kivu",65,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines","Police des Mines","iTSCI","None","None observed",NA,"IPIS - IOM 2016-2018"
"2295","codmine03084","Kibulula",2018-06-07,"Nord-Kivu",150,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines",NA,"iTSCI","None","None observed",NA,"IPIS - IOM 2016-2018"
"2296","codmine03085","Kalo",2018-06-07,"Nord-Kivu",26,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines","Police des Mines","iTSCI","None","None observed",NA,"IPIS - IOM 2016-2018"
"2297","codmine03086","Byo",2018-06-08,"Nord-Kivu",56,"No data","No data","Coltan",NA,NA,"No data","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2298","codmine03087","Ebugwabonge",2018-06-08,"Nord-Kivu",48,"More than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - IOM 2016-2018"
"2299","codmine03089","Ibumba",2018-06-10,"Nord-Kivu",50,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2300","codmine03090","Mumonela",2022-01-23,"Sud-Kivu",45,"More than 2h walk","More than 2h walk","Cassitérite","Coltan",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"2301","codmine03091","Lybie",2018-06-11,"Nord-Kivu",100,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2302","codmine03092","Mulunguzi/Kazombwe",2022-02-25,"Tanganyika",21,"Less than 2h walk","Less than 2h walk","Or","Cuivre",NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"2303","codmine03093","Tchambombo",2018-06-12,"Sud-Kivu",250,"Less than 2h walk","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2304","codmine03095","Ngolwa",2022-02-22,"Tanganyika",48,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"2305","codmine03097","Mwangaza",2022-01-29,"Sud-Kivu",60,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","DPMR",NA,"No traceability program","None","Observed","Creuser, Traiter les déchets","IPIS - USAID"
"2306","codmine03098","Ami bk",2022-01-28,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2307","codmine03099","Lushehe",2018-06-14,"Sud-Kivu",75,"Less than 2h walk","No data","Cassitérite","Manganèse",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2308","codmine03100","Checheni",2022-01-13,"Sud-Kivu",60,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"2309","codmine03102","Kpangba kalange",2018-06-14,"Ituri",186,"Less than 2h walk","No data","Or",NA,NA,"Observed","Observed","FARDC","Irrégulière",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Energie","No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2310","codmine03103","Mpama malewa",2022-02-17,"Tanganyika",42,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","FARDC","Aléatoire","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","None observed",NA,"IPIS - USAID"
"2311","codmine03104","Umoja/Mosoko",2022-02-01,"Sud-Kivu",1000,"Less than 2h walk","Less than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement","Anti-fraude","No traceability program","None","None observed",NA,"IPIS - USAID"
"2312","codmine03105","Lwindi nord",2022-01-31,"Sud-Kivu",250,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","La groupement",NA,"No traceability program","None","None observed",NA,"IPIS - USAID"
"2313","codmine03106","Kapilapila",2022-01-30,"Sud-Kivu",600,"More than 2h walk","More than 2h walk","Or",NA,NA,"None observed","Observed","FARDC","Quotidien","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,"SAEMAPE","Division des mines","Groupement","DPMR","No traceability program","None","Observed","Creuser, Lavage","IPIS - USAID"
"2314","codmine03107","Kainga",2022-01-30,"Sud-Kivu",50,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"2315","codmine03108","Mbobolo",2018-06-15,"Nord-Kivu",78,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2316","codmine03109","Nyamutala",2018-06-15,"Nord-Kivu",40,"More than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"No traceability program","Vert","None observed",NA,"IPIS - IOM 2016-2018"
"2317","codmine03110","Manzanza",2018-06-15,"Ituri",425,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGRPI","No traceability program","None","Observed","Lavage","IPIS - IOM 2016-2018"
"2318","codmine03111","Vututu",2018-06-15,"Ituri",38,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGRPI","No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2319","codmine03112","Angulakpa 1",2018-06-16,"Ituri",95,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine","FRPI","Occasionnelle",NA,NA,"SAEMAPE","Division des mines","DGPRI","Chefferie","No traceability program","None","Observed","Lavage, Creuser","IPIS - IOM 2016-2018"
"2320","codmine03113","Limbiya",2018-06-16,"Ituri",636,"Car or Motorbike","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Energie","No traceability program","None","Observed","Lavage, Creuser","IPIS - IOM 2016-2018"
"2321","codmine03114","Lunga",2022-01-01,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2322","codmine03115","Hewa bora",2022-02-24,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2323","codmine03116","Cartusi",2018-06-18,"Ituri",267,"Less than 2h walk","No data","Or",NA,NA,"Observed","Observed","FARDC","Une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","Energie","No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2324","codmine03117","Kalusumbi",2022-02-18,"Tanganyika",16,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed","Police Nationale Congolaise (sauf PMH)","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"Groupement","No traceability program","None","Observed","Creuser, Transport des minerais, Traiter les déchets","IPIS - USAID"
"2325","codmine03118","Madhanga",2018-06-19,"Ituri",162,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois tous les 15 jours",NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie","DGRPI","No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2326","codmine03119","Mulobozi",2018-06-20,"Tanganyika",15,"More than 2h walk","No data","Cuivre",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2327","codmine03120","Kyamata",2018-06-20,"Ituri",0,"Less than 2h walk","No data","Manganèse","Titanium",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2328","codmine03121","Bwalala Mutamba",2018-06-21,"Sud-Kivu",200,"No data","No data","Or","Cassitérite",NA,"None observed","Observed","Maï-Maï Malaika","Irrégulière",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"No traceability program","None","Observed","Transport des minerais","IPIS - IOM 2016-2018"
"2329","codmine03122","Makalanga",2021-10-15,"Sud-Kivu",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2330","codmine03123","Bango",2018-06-21,"Ituri",52,"More than 2h walk","No data","Or",NA,NA,"None observed","Observed","ADF","Quotidien",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2331","codmine03124","Vukaka",2018-06-21,"Ituri",0,"Less than 2h walk","No data","Coltan",NA,NA,"No data","Observed","ADF","Irrégulière",NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - IOM 2016-2018"
"2332","codmine03125","Mambwe",2022-02-19,"Tanganyika",0,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2333","codmine03126","Bipemba",2022-08-03,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2334","codmine03127","Kalimbi/T20",2018-07-28,"Sud-Kivu",1000,"Car or Motorbike","No data","Cassitérite",NA,NA,"No data","None observed","FARDC","Quotidien",NA,NA,NA,NA,"SAEMAPE","Division des mines","DQRM","CNPERPI","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2335","codmine03128","Sungabayaya",2018-07-29,"Ituri",106,"Less than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","Chefferie",NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2336","codmine03129","Mususa sud",2018-07-30,"Maniema",63,"Car or Motorbike","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines",NA,"iTSCI","None","None observed",NA,"IPIS - Ulula 2018"
"2337","codmine03130","Expiration",2018-07-30,"Maniema",50,"Car or Motorbike","No data","Manvenve",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE",NA,"Division des mines",NA,"iTSCI","None","None observed",NA,"IPIS - Ulula 2018"
"2338","codmine03132","Mbela",2018-07-30,"Ituri",45,"Less than 2h walk","No data","Or",NA,NA,"None observed","Observed","FARDC","Une fois par mois",NA,NA,NA,NA,"Division des mines","SAEMAPE","Chefferie","Energie","No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2339","codmine03133","Mususa nord",2022-08-03,"Maniema",0,"No data","No data","Cassitérite","Wolframite",NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2340","codmine03134","Kalosongo",2022-08-03,"Maniema",0,"No data","No data","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2341","codmine03135","Usungu",2018-07-31,"Nord-Kivu",40,"More than 2h walk","No data","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","Vert","None observed",NA,"IPIS - Ulula 2018"
"2342","codmine03136","Misombo",2022-08-03,"Maniema",0,"No data","No data","Wolframite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2343","codmine03137","Gecamines",2018-08-01,"Ituri",13,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2344","codmine03138","Madesu ya Bana",2023-03-22,"Ituri",41,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRPI",NA,"No traceability program","None","Observed","Creuser, Lavage","IPIS - Madini"
"2345","codmine03139","Camp Kinshasa",2018-08-03,"Ituri",15,"No data","No data","Or",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - Ulula 2018"
"2346","codmine03140","Kichwa ya muwa",2018-08-03,"Ituri",17,"More than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2347","codmine03142","Saba",2022-09-12,"Tanganyika",80,"Less than 2h walk","Less than 2h walk","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE","Groupement",NA,NA,"iTSCI","None","Observed","Traiter les déchets","IPIS - USAID"
"2348","codmine03143","Mantantali 2",2022-09-05,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2349","codmine03144","Chantier 30",2019-11-09,"Maniema",91,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"Division des mines","SAEMAPE","ITSCI",NA,"iTSCI","None","Observed","Creuser, Lavage, Transport des minerais","IPIS - Due Diligence"
"2350","codmine03145","Kahemba Sud",2022-09-03,"Tanganyika",300,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Plus d'une fois par semaine",NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,"ANR","iTSCI","None","None observed",NA,"IPIS - USAID"
"2351","codmine03146","Kahemba Nord",2022-09-03,"Tanganyika",150,"Car or Motorbike","Car or Motorbike","Coltan",NA,NA,"No data","Observed","FARDC","Aléatoire",NA,NA,NA,NA,"SAEMAPE",NA,NA,NA,"iTSCI","None","None observed",NA,"IPIS - USAID"
"2352","codmine03147","Lukembe ll",2019-11-06,"Maniema",150,"Less than 2h walk","Less than 2h walk","Cassitérite",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines",NA,NA,"iTSCI","None","None observed",NA,"IPIS - Due Diligence"
"2353","codmine03148","Monga Masolo",2023-04-10,"Ituri",37,"Car or Motorbike","Car or Motorbike","Or",NA,NA,"Observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","Division des mines","DGRPI",NA,"No traceability program","None","Observed","Creuser, Concassage, Lavage, Transport des minerais, Traiter les déchets, Usage du mercure","IPIS - Madini"
"2354","codmine03149","Mbisi",2022-09-11,"Tanganyika",0,"No data","No data","Coltan",NA,NA,"No data","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","No data",NA,"IPIS - USAID"
"2355","codmine03151","Cour de grand",2018-08-10,"Ituri",18,"Car or Motorbike","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","Observed","Transport des minerais","IPIS - Ulula 2018"
"2356","codmine03152","Ngunde",2018-08-11,"Maniema",109,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","None observed","FARDC","Une fois par mois",NA,NA,NA,NA,"SAEMAPE","Division des mines","Police des Mines",NA,"iTSCI","None","Observed","Lavage","IPIS - Ulula 2018"
"2357","codmine03153","Kwangwa riche",2018-08-11,"Ituri",29,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2358","codmine03154","Belue Effort",2018-08-11,"Ituri",38,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2359","codmine03155","Kilimoto",2018-08-11,"Ituri",18,"Less than 2h walk","No data","Or",NA,NA,"None observed","None observed",NA,NA,NA,NA,NA,NA,"SAEMAPE","DGRPI","Division des mines",NA,"No traceability program","None","None observed",NA,"IPIS - Ulula 2018"
"2360","codmine03156","Tengetenge",2018-08-12,"Sud-Kivu",42,"Less than 2h walk","No data","Cassitérite",NA,NA,"No data","Observed","FARDC","Lors de patrouilles","Raïa Mutomboki","Occasionnelle",NA,NA,"SAEMAPE",NA,"Division des mines",NA,"iTSCI","None","None observed",NA,"IPIS - Ulula 2018"
